title,type,episodes,status,picture,duration,score,synonyms,tags,year
Digimon Adventure 02: Diablomon no Gyakushuu,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/2/82620.jpg,1800,7.009762660619803,"['Diaboromon no Gyakushuu', 'Digimon Adventure 02 - Diablomon Strikes Back', 'Digimon Adventure 02 Movie: Diaboromon Strikes Back', 'Digimon Adventure 02 Movie: Diaboromon no Gyakushuu', 'Digimon Adventure 02: Diablomon Strikes Back', 'Digimon Adventure 02: Diablomon no Gyakushū', 'Digimon Adventure 02: Return of Diablomon', 'Digimon Adventure 02: Revenge of Diaboromon', 'Digimon Movie 02 - Diaboromon no Gyakushuu', 'Digimon Movie 02 - Return of Diablomon', 'Digimon Movie 02 - Season 02', 'Digimon Movie 4', 'Return of Diablomon', 'Revenge of Diaboromon', 'digi02 movie 2', 'デジモンアドベンチャー02 ディアボロモンの逆襲', '数码宝贝大冒险02 超恶魔兽的反击']","['action', 'adventure', 'animals', 'artificial intelligence', 'asia', 'child protagonists', 'children of destiny', 'comedy', 'contemporary fantasy', 'drama', 'earth', 'ensemble cast', 'family friendly', 'fantasy', 'fate', 'friendship', 'game', 'greek mythology', 'japan', 'japanese production', 'kaiju', 'kids', 'monster', 'monsters', 'mythology', 'new', 'place', 'present', 'primarily child cast', 'proxy battles', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'speculative fiction', 'time', 'virtual world']",2001
Digimon Adventure 02: The Beginning,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1331/137453.jpg,4800,6.91314126689637,"['02', 'Digimon Adventure 02 Movie', 'Digimon Adventure 02 THE BEGINNING', 'Digimon Adventure 02 The Beginning', 'Digimon Adventure 02: O Início', 'Digimon: Digimon Adventure 02: The Beginning', 'digi02 movie 3', 'デジモンアドベンチャー02 THE BEGINNING', '数码宝贝02：起源', '數碼寶貝02：起源', '映画デジモン「02」']","['action', 'adventure', 'alternative world', 'anthropomorphism', 'body horror', 'comedy', 'coming of age', 'contemporary fantasy', 'drama', 'family life', 'fantasy', 'gore', 'japanese production', 'kids', 'male protagonist', 'monster', 'monsters', 'present', 'primarily adult cast', 'sci fi', 'sci-fi', 'science-fiction', 'snowscape', 'time manipulation', 'urban', 'urban fantasy']",2023
Digimon Adventure tri.,MOVIE,6,FINISHED,https://cdn.anisearch.com/images/anime/cover/9/9754_600_300.webp,5520,7.194081632653062,"['Digimon Adventure 03', 'Digimon Adventure Tri', 'Digimon Adventure Tri.', 'Digimon Adventure tri. 1: Saikai', 'Digimon Adventure tri. Reunion', 'Digimon: Digimon Adventure Tri.', 'digimontri', 'デジモンアドベンチャー', 'デジモンアドベンチャー tri.', 'デジモンアドベンチャー tri.(トライ)', '数码宝贝大冒险tri.', '數碼寶貝大冒險tri']","['action', 'adventure', 'alternative world', 'asia', 'comedy', 'coming of age', 'contemporary fantasy', 'drama', 'earth', 'ensemble cast', 'fantasy', 'female protagonist', 'friendship', 'high school', 'japan', 'japanese production', 'male protagonist', 'monster', 'new', 'place', 'present', 'proxy battles', 'romance', 'school', 'school life', 'science-fiction', 'shounen', 'speculative fiction']",2015
Digimon Adventure tri. 1: Saikai,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/9/75493.jpg,5340,7.591053595313869,"['Digimon Adventure Tri. Movie 1: Reunion', 'Digimon Adventure Tri. Movie 1: Saikai', 'Digimon Adventure tri Película: Reunión', 'Digimon Adventure tri. 1: Reunion', 'Digimon Adventure tri. Chapter 1: Reunion', 'Digimon Adventure tri. Film - Reunion', 'Digimon Adventure tri. Film: Reunión', 'Digimon Adventure tri. Reunion', 'Digimon tri. 1', 'デジモンアドベンチャー tri.', 'デジモンアドベンチャー tri. 第1章「再会」', 'デジモンアドベンチャーtri.（トライ）第1章「再会」', 'デジモンアドベンチャーtri.（トライ）第１章「再会」']","['action', 'adventure', 'animals', 'artificial intelligence', 'comedy', 'drama', 'ensemble cast', 'fantasy', 'friendship', 'kaiju', 'monsters', 'proxy battles', 'sci fi', 'sci-fi', 'sequel', 'virtual world']",2015
Digimon Adventure tri. 2: Ketsui,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/2/77425.jpg,5280,7.605319865319864,"['Digimon Adventure Tri. Movie 2: Determination', 'Digimon Adventure Tri. Movie 2: Ketsui', 'Digimon Adventure tri Película 2: Determinación', 'Digimon Adventure tri. 2: Determination', 'Digimon Adventure tri. Chapter 2: Determination', 'Digimon Adventure tri. Determination', 'Digimon Adventure tri. Film 2 - Determination', 'Digimon tri. 2', 'デジモンアドベンチャー tri.', 'デジモンアドベンチャー tri. 第2章「決意」', 'デジモンアドベンチャーtri.（トライ）第2章「決意」', 'デジモンアドベンチャーtri.（トライ）第２章「決意」']","['action', 'adventure', 'animals', 'artificial intelligence', 'comedy', 'drama', 'ensemble cast', 'fantasy', 'friendship', 'kaiju', 'monsters', 'proxy battles', 'sci fi', 'sci-fi', 'sequel', 'virtual world']",2016
Digimon Adventure tri. 3: Kokuhaku,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/4/82612.jpg,6300,7.756216797605686,"['Digimon Adventure Tri. Movie 3: Confession', 'Digimon Adventure Tri. Movie 3: Kokuhaku', 'Digimon Adventure tri Película 3: Confesión', 'Digimon Adventure tri. 3: Confession', 'Digimon Adventure tri. Chapter 3: Confession', 'Digimon Adventure tri. Confession', 'Digimon Adventure tri. Film 3: Confession', 'Digimon tri. 3', 'デジモンアドベンチャー tri.', 'デジモンアドベンチャー tri. 第3章「告白」', 'デジモンアドベンチャーtri.（トライ）第3章「告白」', 'デジモンアドベンチャーtri.（トライ）第３章「告白」']","['action', 'adventure', 'animals', 'artificial intelligence', 'comedy', 'drama', 'ensemble cast', 'fantasy', 'friendship', 'japan', 'kaiju', 'kids', 'monsters', 'proxy battles', 'sci fi', 'sci-fi', 'sequel', 'virtual world']",2016
Digimon Adventure tri. 4: Soushitsu,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/10/82613.jpg,4920,7.5372331649831645,"['Digimon Adventure Tri. Movie 4: Loss', 'Digimon Adventure Tri. Movie 4: Soushitsu', 'Digimon Adventure tri Película 4: Pérdida', 'Digimon Adventure tri. 4: Loss', 'Digimon Adventure tri. Chapter 4: Loss', 'Digimon Adventure tri. Loss', 'Digimon tri. 4', 'デジモンアドベンチャー tri.', 'デジモンアドベンチャー tri. 第4章「喪失」', 'デジモンアドベンチャーtri.（トライ）第4章「喪失」', 'デジモンアドベンチャーtri.（トライ）第４章「喪失」']","['action', 'adventure', 'animals', 'artificial intelligence', 'comedy', 'drama', 'ensemble cast', 'fantasy', 'friendship', 'kaiju', 'monsters', 'person in a strange world', 'proxy battles', 'sci fi', 'sci-fi', 'sequel', 'virtual world']",2017
Digimon Adventure tri. 5: Kyousei,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1743/93826.jpg,5760,7.4818047138047135,"['Digimon Adventure Tri. Movie 5: Coexistence', 'Digimon Adventure Tri. Movie 5: Kyousei', 'Digimon Adventure tri Película 5: Simbiosis', 'Digimon Adventure tri. 5: Coexistence', 'Digimon Adventure tri. 5: Symbiosis', 'Digimon Adventure tri. 5: Union', 'Digimon Adventure tri. Chapter 5: Coexistance', 'Digimon Adventure tri. Coexistence', 'Digimon Adventure tri. Film 5: Coexistence', 'Digimon tri. 5', 'デジモンアドベンチャー tri.', 'デジモンアドベンチャー tri. 第5章「共生」', 'デジモンアドベンチャーtri.（トライ）第5章「共生」', 'デジモンアドベンチャーtri.（トライ）第５章「共生」']","['action', 'adventure', 'animals', 'artificial intelligence', 'comedy', 'drama', 'ensemble cast', 'fantasy', 'friendship', 'kaiju', 'monsters', 'proxy battles', 'sci fi', 'sci-fi', 'sequel', 'virtual world']",2017
Digimon Adventure tri. 6: Bokura no Mirai,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/10/88936.jpg,5880,7.572555555555556,"['Digimon Adventure Tri. Movie 6: Bokura no Mirai', 'Digimon Adventure Tri. Movie 6: Future', 'Digimon Adventure tri Película 6: Nuestro Futuro', 'Digimon Adventure tri. 6: Future', 'Digimon Adventure tri. 6: Our Future', 'Digimon Adventure tri. Chapter 6: Our Future', 'Digimon Adventure tri. Film 6 - Our Future', 'Digimon Adventure tri. Film 6: Bokura no Mirai', 'Digimon Adventure tri. Future', 'Digimon tri. 6', 'デジモンアドベンチャー tri. 第6章「ぼくらの未来」', 'デジモンアドベンチャーtri.（トライ）第6章「ぼくらの未来」', 'デジモンアドベンチャーtri.（トライ）第６章「ぼくらの未来」']","['action', 'adventure', 'animals', 'artificial intelligence', 'comedy', 'drama', 'ensemble cast', 'fantasy', 'friendship', 'kaiju', 'monsters', 'primarily child cast', 'proxy battles', 'sci fi', 'sci-fi', 'sequel', 'virtual world']",2018
Digimon Adventure:,TV,67,FINISHED,https://cdn.myanimelist.net/images/anime/1745/105558.jpg,1380,6.721339563434802,"['Digimon Adventure (2020)', 'Digimon Adventure Re', 'Digimon Adventure Reboot', 'Digimon Adventure Ψ', 'Digimon Adventure: (2020)', 'Digimon Adventure: Psi', 'Digimon Adventure: Ψ', 'Digimon: Digimon Adventure Re', 'Приключения дигимонов:', 'デジモンアドベンチャー', 'デジモンアドベンチャー:', '数码宝贝大冒险：', '數碼寶貝大冒險:']","['action', 'adventure', 'angels', 'anthropomorphism', 'artificial intelligence', 'calling your attacks', 'canon filler', 'child protagonists', 'comedy', 'fantasy', 'fantasy world', 'friendship', 'henshin', 'isekai', 'japanese production', 'kaiju', 'kids', 'monster', 'monster of the week', 'monsters', 'parallel universe', 'primarily child cast', 'proxy battle', 'proxy battles', 'sci fi', 'sci-fi', 'science fiction', 'shounen', 'storytelling', 'talking is a free action', 'virtual world']",2020
Digimon Adventure: Bokura no War Game!,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1414/143226.jpg,2460,7.529570503324657,"['Digimon : Le Film (Partie 2)', 'Digimon Adventure Movie 2: Bokura no War Game', 'Digimon Adventure: Bokura no War Game', ""Digimon Adventure: Children's War Game!"", 'Digimon Adventure: Our War Game!', 'Digimon Adventure: Unser Kriegsspiel', 'Digimon Movie 2', 'Digimon: Az igazi film', ""Digimon: Children's War Game!"", 'Digimon: Children`s War Game', 'Digimon: Children’s War Game', 'Digimon: Der Film', 'Digimon: Der Film (Teil 2)', 'Digimon: Il Film (Parte 2)', 'Digimon: Le Film', 'Digimon: Our War Game', 'Digimon: Our War Game!', 'Digimon: The Movie', 'Digimon: The Movie (Part 2)', 'Приключения дигимонов: Наша военная игра', 'でじもんあどべんちゃーぼくらのうぉーげーむ', 'デジモンアドベンチャー ぼくらのウォーゲーム', 'デジモンアドベンチャー ぼくらのウォーゲーム!', 'デジモンアドベンチャー ぼくらのウォーゲーム！', 'デジモンアドベンチャー ／ ぼくらのウォーゲーム', '数码宝贝大冒险 我们的战争游戏!', '디지몬 어드벤처: 우리들의 워 게임!']","['action', 'adventure', 'animals', 'anthropomorphism', 'artificial intelligence', 'asia', 'child protagonists', 'children of destiny', 'comedy', 'contemporary fantasy', 'cyberpunk', 'drama', 'earth', 'family friendly', 'fantasy', 'fate', 'friendship', 'game', 'gattai', 'greek mythology', 'henshin', 'isekai', 'japan', 'japanese production', 'kaiju', 'kids', 'male protagonist', 'mecha', 'monster', 'monsters', 'mythology', 'new', 'place', 'present', 'primarily child cast', 'proxy battles', 'robot', 'saving the world', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'speculative fiction', 'time', 'transforming craft', 'virtual world']",2000
Digimon Adventure: Last Evolution Kizuna,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1654/104884.jpg,5640,7.954251700680272,"['DIGIMON ADVENTURE: LAST EVOLUTION KIZUNA', 'Digimon Adventure - A Última Evolução Kizuna', 'Digimon Adventure - Last Evolution Kizuna', 'Digimon Adventure : Last Evolution Kizuna', 'Digimon Adventure Movie: Last Evolution Kizuna', 'Digimon Adventure The New Movie', 'Digimon Adventure la Película: Last Evolution Kizuna', 'Digimon Adventure: LAST EVOLUTION Kizuna', 'Digimon: Digimon Adventure: Last Evolution Kizuna', 'Gekijouban Digimon Adventure', 'デジモンアドベンチャー LAST EVOLUTION 絆', '劇場版デジモンアドベンチャー', '数码宝贝大冒险 最后的进化 绊', '数码宝贝：最后的进化', '數碼寶貝 LAST EVOLUTION 絆']","['action', 'action drama', 'adventure', 'alternative world', 'anthropomorphism', 'artificial intelligence', 'college', 'comedy', 'coming of age', 'conspiracy', 'contemporary fantasy', 'drama', 'ensemble cast', 'fantasy', 'henshin', 'hero of strong character', 'japanese production', 'kaiju', 'memory manipulation', 'monster', 'monsters', 'philosophy', 'present', 'proxy battles', 'sci fi', 'sci-fi', 'science-fiction', 'software development', 'tragedy', 'university', 'urban', 'virtual world']",2020
Digimon Frontier,TV,50,FINISHED,https://cdn.myanimelist.net/images/anime/1048/117727.jpg,1380,6.916975002912891,"['Digimon - hranice', 'Digimon 04', 'Digimon 4', 'Digimon 4 Frontier', 'Digimon 4th Season', 'Digimon Fronteira', 'Digimon Season Four', 'Digimon: Digital Monsters Season 4', 'Digimonok - Az új kaland', 'Les Digimon - Saison 4', 'digifron', 'digimon s4', 'digimon4', 'Грань Цифрового мира', 'Дигимоны: Новый рубеж', 'דיג`ימון 4', 'أبطال الديجيتال الجزء الرابع', 'でじもんふろんてぃあ', 'デジモンフロンティア', '数码宝贝无限地带']","['action', 'adventure', 'angels', 'animal sidekick', 'anthropomorphism', 'artificial intelligence', 'asia', 'bionic powers', 'child protagonists', 'children of destiny', 'comedy', 'contemporary fantasy', 'death', 'delayed death', 'disaster', 'drama', 'drastic change of life', 'earth', 'end of the world', 'fairy', 'family friendly', 'fantasy', 'fantasy world', 'fate', 'fictional location', 'friendship', 'gods', 'greek mythology', 'henshin', 'isekai', 'japan', 'japanese production', 'kaiju', 'kids', 'magic', 'male protagonist', 'monster', 'monster girl', 'monster-of-the-week', 'monsters', 'mythology', 'new', 'nudity', 'parallel universe', 'parallel world', 'person in a strange world', 'place', 'plot continuity', 'present', 'primarily child cast', 'proxy battles', 'psi-powers', 'sci fi', 'sci-fi', 'science-fiction', 'shounen', 'speculative fiction', 'stereotypes', 'time', 'tragedy', 'trains', 'twins', 'virtual world']",2002
Digimon Frontier: Ornismon Fukkatsu!!,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/5/4416.jpg,2400,6.6370240553097695,"['Digimon Frontier - Revival of the Ancient Digimon', 'Digimon Frontier Movie', 'Digimon Frontier Movie: Kodai Digimon Fukkatsu!!', 'Digimon Frontier Movie: Revival of Ancient Digimon', 'Digimon Frontier: Island of Lost Digimon', 'Digimon Frontier: Kodai Digimon Fukkatsu!!', 'Digimon Frontier: Ornismon Fukkatsu', 'Digimon Frontier: Revival of the Ancient Digimon', 'Digimon Movie 01 - Season 04', 'Digimon Movie 7', 'Digimon Movie 7: Revival Of The Ancient Digimon', 'digifron movie', 'Грань Цифрового мира: Возрождение древнего дигимона!!', 'デジモンフロンティア 古代デジモン復活!!', 'デジモンフロンティア 古代デジモン復活！！', 'デジモンフロンティア 古代デジモン（オニスモン）復活！！']","['action', 'adventure', 'child protagonists', 'comedy', 'contemporary fantasy', 'drama', 'family friendly', 'fantasy', 'friendship', 'game', 'island', 'japanese production', 'monster', 'monsters', 'new', 'present', 'proxy battles', 'sci fi', 'sci-fi', 'science-fiction', 'shounen', 'virtual world', 'war']",2002
Digimon Ghost Game,TV,67,FINISHED,https://cdn.myanimelist.net/images/anime/1907/118797.jpg,1380,6.812717790146363,"['DIGIMON Ghost Game', 'Digimon: Digimon Ghost Game', 'Дигимоны: Игра призраков', 'デジモンゴーストゲーム', '数码宝贝幽灵游戏']","['action', 'adventure', 'anthropomorphism', 'anti-hero', 'artificial intelligence', 'body horror', 'comedy', 'dinosaurs', 'dullahan', 'episodic', 'fantasy', 'ghost', 'henshin', 'horror', 'isekai', 'japanese production', 'kaiju', 'kids', 'male protagonist', 'marriage', 'monster', 'monster-of-the-week', 'monsters', 'mystery', 'primarily child cast', 'proxy battle', 'sci fi', 'sci-fi', 'shounen', 'slavery', 'suicide', 'tragedy', 'urban fantasy', 'vampire', 'virtual world', 'yandere', 'youkai', 'zombie']",2021
Digimon Savers,TV,48,FINISHED,https://cdn.myanimelist.net/images/anime/1415/100541.jpg,1380,6.686575551432694,"['Digimon 05', 'Digimon 5 Data Squad', 'Digimon 5th Season', 'Digimon : Data Squad', 'Digimon Data Squad', 'Digimon: Data Squad', 'Digimon: Digital Monsters Season 5', 'digimon s5', 'digimon5', 'digisave', 'Спасатели дигимонов', 'でじもんせいばーず', 'デジモンセイバーズ', '数码兽拯救者', '数码宝贝拯救者']","['action', 'adventure', 'angst', 'anthropomorphism', 'artificial intelligence', 'asia', 'call my name', 'calling your attacks', 'comedy', 'contemporary fantasy', 'delinquents', 'dinosaurs', 'drama', 'earth', 'emotions awaken superpowers', 'ensemble cast', 'evolution', 'family friendly', 'fantasy', 'fictional location', 'friendship', 'genetic modification', 'henshin', 'human enhancement', 'japan', 'japanese production', 'kaiju', 'kids', 'law and order', 'male protagonist', 'master-servant relationship', 'mecha', 'monster', 'monster-of-the-week', 'monsters', 'new', 'parallel universe', 'parallel world', 'place', 'present', 'primarily teen cast', 'proxy battle', 'proxy battles', 'rivalry', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'special squads', 'speculative fiction', 'super power', 'time', 'tropes', 'urban', 'virtual world']",2006
Digimon Tamers,TV,51,FINISHED,https://cdn.myanimelist.net/images/anime/7/73696.jpg,1500,7.341787157287158,"['DT', 'Digimon 03', 'Digimon 3', 'Digimon 3rd Season', 'Digimon: Digital Monsters 03', 'Digimon: Digital Monsters Season 3', 'Digimon: Îmblânzitorii', 'Digimonszelídítők', 'Digimontrenéři', 'Les Digimon - Saison 3', 'digimon s3', 'digimon3', 'digitame', 'דיג`ימון 3', 'أبطال الديجيتال الجزء الثالث', 'でじもんていまーず', 'デジモンテイマーズ', '数码暴龙 驯兽师之王', '디지몬 테이머즈']","['action', 'adventure', 'alternative world', 'animals', 'anthropomorphism', 'artificial intelligence', 'asia', 'card battle', 'card games', 'child protagonists', 'comedy', 'coming of age', 'contemporary fantasy', 'cosmic horror', 'denpa', 'dinosaurs', 'drama', 'earth', 'elementary school', 'ending', 'evolution', 'family friendly', 'fantasy', 'fantasy world', 'fictional location', 'friendship', 'greek mythology', 'henshin', 'indecisive', 'inter-dimensional travel', 'isekai', 'japan', 'japanese production', 'kaiju', 'kids', 'kuudere', 'law and order', 'male protagonist', 'merchandising show', 'moe', 'monster', 'monster-of-the-week', 'monsters', 'multiple personality disorder', 'mythology', 'new', 'open-ended', 'parallel universe', 'parallel world', 'person in a strange world', 'place', 'plot twists', 'present', 'primarily child cast', 'proxy battle', 'proxy battles', 'real-world location', 'saving the world', 'school life', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'special squads', 'speculative fiction', 'sports', 'time', 'tokyo is the centre of the universe', 'tragedy', 'tropes', 'virtual world']",2001
Digimon Tamers: Boukensha-tachi no Tatakai,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/10/7812.jpg,3000,6.703823826966683,"['Digimon Movie 5', 'Digimon Season 03: Movie 01', 'Digimon Tamers - The Adventurer`s Battle', 'Digimon Tamers Movie: Boukensha-tachi no Tatakai', ""Digimon Tamers Movie: The Adventurers' Battle"", 'Digimon Tamers Special', 'Digimon Tamers: Battle of Adventurers', 'Digimon Tamers: Bōkensha-tachi no Tatakai', ""Digimon Tamers: The Adventurers' Battle"", 'Digimon Tamers: The War of the Adventurers', 'digitame movie 1', 'デジモンテイマーズ 冒険者たちの戦い', '数码宝贝驯兽师之王 冒险者的战斗', '디지몬 테이머즈: 모험자들의 싸움']","['action', 'adventure', 'artificial intelligence', 'asia', 'calling your attacks', 'child protagonists', 'children of destiny', 'comedy', 'drama', 'earth', 'ensemble cast', 'evolution', 'family friendly', 'fantasy', 'fate', 'friendship', 'game', 'greek mythology', 'japan', 'japanese production', 'kaiju', 'kids', 'kuudere', 'monster', 'monsters', 'mythology', 'new', 'okinawa', 'place', 'present', 'primarily child cast', 'proxy battles', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'speculative fiction', 'time', 'tragedy']",2001
Digimon Tamers: Bousou Digimon Tokkyuu,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/12/4418.jpg,1800,6.788169398062255,"['Digimon Movie 02 - Season 03', 'Digimon Movie 6', 'Digimon Tamers - Runaway Digimon Express', 'Digimon Tamers Movie: Bousou Digimon Tokkyuu', 'Digimon Tamers Movie: Runaway Locomon', 'Digimon Tamers: Bōsō Digimon Tokkyū', 'Digimon Tamers: Reckless Driving - Digimon Super-Express', 'Digimon Tamers: Runaway Locomon', 'Digimon Tamers: The Runaway Digimon Express', 'digitame movie 2', 'デジモンテイマーズ 暴走デジモン特急', '数码宝贝驯兽师之王 暴走的数码列车', '디지몬 테이머즈: 폭주 디지몬 특급']","['action', 'adventure', 'artificial intelligence', 'asia', 'calling your attacks', 'child protagonists', 'children of destiny', 'comedy', 'earth', 'evolution', 'family friendly', 'fantasy', 'fate', 'fictional location', 'friendship', 'game', 'japan', 'japanese production', 'kaiju', 'kids', 'kuudere', 'male protagonist', 'monster', 'monsters', 'new', 'parallel world', 'place', 'present', 'primarily child cast', 'proxy battles', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'speculative fiction', 'time', 'trains']",2002
Digimon Universe: Appli Monsters,TV,52,FINISHED,https://cdn.myanimelist.net/images/anime/1189/98841.jpg,1440,6.763578231292517,"['Appmon', 'Digimon Appmon', 'Digimon Universe', 'Digimon Universe App Monsters', 'Digimon Universe: APP Monsters', 'Digimon Universe: App Monsters', 'Digimon: Digimon Universe: Appli Monsters', 'でじもんゆにばーすあぷりもんすたーず', 'デジモンユニバース アプリモンスターズ', '数码兽宇宙 应用怪兽']","['action', 'adventure', 'anthropomorphism', 'artificial intelligence', 'based on a video game', ""boys' love"", 'cgi', 'comedy', 'crossdressing', 'drama', 'fantasy', 'friendship', 'henshin', 'japanese production', 'kaiju', 'kids', 'kodomo', 'male protagonist', 'monsters', 'new', 'primarily child cast', 'proxy battle', 'proxy battles', 'robots', 'sci fi', 'sci-fi', 'science-fiction', 'shounen', 'speculative fiction', 'virtual world']",2016
Digimon X-Evolution,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/6/30284.jpg,4800,6.641699764080717,"['DIGITAL MONSTER X-evolution', 'Digimon X', 'Digimon: X-Evolution', 'Digital Monster X-Evolution', 'Digital Monster X-Evolution: 13 Royal Knights', 'Digital Monster X-evolution', 'Цифровые монстры: Икс-рост', 'Цифровые монстры: Икс-эволюция', 'デジタルモンスター ゼヴォリューション', 'デジモン X-evolution']","['3d cg animation', 'action', 'adventure', 'alternative world', 'artificial intelligence', 'calling your attacks', 'cg animation', 'cg-anime', 'cgi', 'evolution', 'fantasy', 'fantasy world', 'fictional location', 'friendship', 'full cgi', 'greek mythology', 'japanese production', 'kids', 'mecha', 'monsters', 'mythology', 'new', 'parallel universe', 'parallel world', 'place', 'proxy battles', 'school', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'speculative fiction', 'war']",2005
Digimon Xros Wars,TV,30,FINISHED,https://cdn.myanimelist.net/images/anime/7/24495.jpg,1500,6.493593898165327,"['Digimon 6 Fusión', 'Digimon Cross Wars', 'Digimon Fusion', 'Digimon Fusion Battles', 'digimon s6', 'digimon6', 'digixros', 'digixw', 'でじもんくろすうぉーず', 'デジモンクロスウォーズ', '数码兽合体战争']","['action', 'adventure', 'anthropomorphism', 'artificial intelligence', 'calling your attacks', 'catchphrase', 'comedy', 'deus ex machina', 'drama', 'family friendly', 'fantasy', 'fantasy world', 'fictional location', 'fighting', 'friendship', 'greek mythology', 'henshin', 'isekai', 'japanese production', 'kids', 'male protagonist', 'monster', 'monster girl', 'monster-of-the-week', 'monsters', 'mythology', 'new', 'place', 'present', 'primarily child cast', 'proxy battle', 'proxy battles', 'robots', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shounen', 'slide show animation', 'speculative fiction', 'stereotypes', 'time', 'virtual reality', 'virtual world']",2010
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,TV,24,FINISHED,https://cdn.myanimelist.net/images/anime/11/28688.jpg,1500,7.000396175253318,"['Digimon Crosswars', 'Digimon Fusion', 'Digimon Fusion (Saison 2)', 'Digimon Fusion (Season 2)', 'Digimon Fusion (Temporada 2)', 'Digimon Fusion 2', 'Digimon Fusion II', 'Digimon Fusion: The Evil Death Generals and the Seven Kingdoms', 'Digimon Xros Wars (Season 2)', 'Digimon Xros Wars II', 'Digimon Xros Wars: Aku no Death General to Nanatsu no Ōkoku', 'Digimon Xros Wars: Aku no Death General to Shichinin no Oukoku', 'Digimon Xros Wars: I malvagi Death General e i sette regni', 'Digimon Xros Wars: The Evil Death Generals and the Seven Kingdoms', 'digimon s7', 'digimon7', 'digixros s2', 'digixw2', 'デジモンクロスウォーズ ~悪のデスジェネラルと七つの王国~', 'デジモンクロスウォーズ～悪のデスジェネラルと七つの王国～', 'デジモンクロスウォーズ～悪のデスジェネラルと七人の王国～', '数码宝贝合体战争 ～邪恶的死亡指挥官与七个王国～']","['action', 'adventure', 'artificial intelligence', 'catchphrase', 'comedy', 'drama', 'family friendly', 'fantasy', 'fantasy world', 'fictional location', 'friendship', 'greek mythology', 'isekai', 'japanese production', 'kids', 'male protagonist', 'monster', 'monster girl', 'monster-of-the-week', 'monsters', 'mythology', 'new', 'place', 'present', 'primarily child cast', 'proxy battle', 'proxy battles', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'sequel', 'shounen', 'speculative fiction', 'virtual reality', 'virtual world']",2011
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,TV,25,FINISHED,https://cdn.myanimelist.net/images/anime/1292/97430.jpg,1500,6.49862049062049,"['Digimon 6 Xros Wars-Hunters', 'Digimon Cross Wars', 'Digimon Fusion', 'Digimon Fusion Battles: I giovani Hunter che viaggiano attraverso il tempo', 'Digimon Fusion II', 'Digimon Fusion: The Young Hunters Who Leapt Through Time', 'Digimon XW', 'Digimon Xros Wars - The Young Hunters Who Leapt Through Time', 'Digimon Xros Wars III', 'Digimon Xros Wars: The Boy Hunters Who Leapt Through Time', 'Digimon Xros Wars: The Hunting Boys Running Through Time', 'Digimon Xros Wars: The Young Hunters Who Leapt Through Time', 'Digimon Xros Wars: Toki o Kakeru Shounen Hunter-tachi', 'Digimon Xros Wars: Toki o Kakeru Shōnen Hunter-tachi', 'Digimon Xros Wars: Toki wo Kakeru Shounen Huntertachi', 'digimon s8', 'digimon8', 'digixros s3', 'digixw3', 'توکی او کاکرو شونن هانتر تاچی', 'جنگ های صلیبی دیجیمون : شکارچیان جوانی که در زمان پریدند', 'デジモンクロスウォーズ 時を駆ける少年ハンターたち', '数码兽合体战争 穿越时空的少年猎人们']","['action', 'adventure', 'artificial intelligence', 'asia', 'comedy', 'crossover', 'dragons', 'drama', 'earth', 'family friendly', 'fantasy', 'fantasy world', 'fictional location', 'friendship', 'greek mythology', 'henshin', 'isekai', 'japan', 'japanese production', 'kids', 'male protagonist', 'monster', 'monster-of-the-week', 'monsters', 'mythology', 'new', 'place', 'present', 'primarily child cast', 'proxy battle', 'proxy battles', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'sequel', 'shounen', 'speculative fiction', 'virtual world']",2011
