title,type,episodes,status,picture,duration,score,synonyms,tags,year
Digimon: The Movie,MOVIE,1,FINISHED,https://media.kitsu.app/anime/poster_images/13736/small.jpg,5280,6.697727272727272,[],"['adventure', 'anime influenced', 'asia', 'contemporary fantasy', 'earth', 'fantasy', 'japan', 'kids', 'proxy battles', 'sci-fi']",2000
Dimension W,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/8/86304.jpg,1440,7.261765086552444,"['Измерение W', 'มิติปริศนา', 'でぃめんしょんだぶりゅー', 'ディメンション ダブリュー', 'ディメンションW', '디멘션 W']","['3d cg animation', 'action', 'americas', 'amnesia', 'android', 'artificial intelligence', 'asia', 'based on a manga', 'bounty hunter', 'cgi', 'chile', 'collateral damage', 'comedy', 'crime', 'cyberpunk', 'death', 'detailed landscapes', 'detective', 'do androids dream of electric sheep?', 'drama', 'dystopia', 'earth', 'easter island', 'ecchi', 'fantasy', 'female protagonist', 'fictional location', 'funimation co-production', 'future', 'ghost', 'hero of strong character', 'hostage situation', 'human enhancement', 'human experimentation', 'japan', 'japanese production', 'male protagonist', 'manga', 'mecha', 'memory manipulation', 'murder', 'mystery', 'nanomachines', 'overpowered main characters', 'parallel world', 'place', 'robot', 'robots', 'robots & android', 'romance', 'rotten world', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'seinen', 'slapstick', 'social commentary', 'sociocultural evolution', 'speculative fiction', 'strong female lead', 'strong male lead', 'time', 'tragedy', 'undead', 'unusual weapons -- to be split and deleted', 'urban', 'violence', 'violent retribution for accidental infringement']",2016
Ding Laotou He Jiong GG,TV,18,FINISHED,https://cdn.myanimelist.net/images/anime/1142/123809.jpg,480,0.0,"['Mr. J & Mr. JOL', '丁老头和囧GG']","['chinese animation', 'comedy', 'family friendly', 'kids', 'parody', 'short episodes']",2011
Dino King 3D: Journey to Fire Mountain,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1625/112559.jpg,5640,6.531454545454546,"['Dino King', 'Dino King: Journey to Fire Mountain', 'Dinosaurs on the Spotted Korean Peninsula 2: A New Paradise', 'Jeombagi Hanbandoui Gongnyong 2 : Saeroun Nagwon', 'Jeombagi Hanbandoui Gongnyong 2: Saeroun Nagwon', 'Konglong Wang', 'Le Dernier des Dinosaures', 'Speckles the Tarbosaurus 2: The New Paradise', 'The Dino King: Journey to Fire Mountain', '恐龙王', '점박이 한반도의 공룡 2: 새로운 낙원', '점박이 한반도의 공룡2 : 새로운 낙원']","['action', 'adventure', 'alternative world', 'animal protagonists', 'cg animation', 'cg-anime', 'dinosaurs', 'full cgi', 'korean animation', 'non-human protagonists', 'prehistoric']",2018
Dino Powers,TV,26,FINISHED,https://cdn.myanimelist.net/images/anime/1816/138130.jpg,660,0.0,"['DinoPowers', '다이노 파워즈']","['action', 'kids', 'mecha']",2022
Dino Powers,TV,52,ONGOING,https://cdn.anisearch.com/images/anime/cover/17/17822_600_300.webp,0,0.0,"['DinoPowers', '다이노 파워즈']","['action', 'cg-anime', 'mecha', 'science-fiction']",2022
Dino Powers 2,TV,26,FINISHED,https://cdn.myanimelist.net/images/anime/1583/138131.jpg,660,0.0,['다이노파워즈 2'],"['action', 'kids', 'mecha']",2023
DinoCore,TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/1093/130347.jpg,660,0.0,['다이노코어'],"['action', 'cg-anime', 'family friendly', 'kids', 'korean animation', 'mecha', 'short episodes', 'super robots']",2016
DinoCore Evolution,TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/1214/139302.jpg,660,0.0,['다이노코어 에볼루션'],"['action', 'cg-anime', 'family friendly', 'kids', 'korean animation', 'mecha', 'short episodes', 'super robots']",2018
DinoCore Evolution Part 2,TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/1451/139303.jpg,660,0.0,"['다이노코어 에볼루션 시즌 2', '다이노코어 에볼루션 파트 2', '다이노코어 에볼루션 파트2']","['action', 'cg-anime', 'family friendly', 'kids', 'korean animation', 'mecha', 'short episodes', 'super robots']",2018
DinoCore Season 2,TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/1225/139300.jpg,660,0.0,"['다이노코어 시즌 2', '다이노코어 시즌2']","['action', 'cg-anime', 'family friendly', 'kids', 'korean animation', 'mecha', 'short episodes', 'super robots']",2017
DinoCore Season 3,TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/1278/139301.jpg,660,0.0,"['다이노코어 시즌 3', '다이노코어 시즌3']","['action', 'cg-anime', 'family friendly', 'kids', 'korean animation', 'mecha', 'short episodes', 'super robots']",2017
Dinoster: Gonglyongsuhodae,TV,26,FINISHED,https://cdn.myanimelist.net/images/anime/1209/139580.jpg,720,0.0,"['Dinoster', '다이노스터: 공룡수호대']","['action', 'comedy', 'mecha', 'sci-fi']",2023
Dinoster: Gonglyongsuhodae 2nd Season,TV,26,FINISHED,https://cdn.myanimelist.net/images/anime/1368/143290.jpg,720,0.0,"['Dinoster 2nd Season', '다이노스터: 공룡수호대']","['action', 'comedy', 'mecha', 'sci-fi']",2024
Dirty Pair,TV,24,FINISHED,https://cdn.myanimelist.net/images/anime/2/20673.jpg,1440,6.961320964749537,"['Dan et Danny', 'Dan et Dany', 'Dirty Pair - Kate and Julie', 'Dirty Pair TV', 'Kate and Julie', 'だーてぃぺあ', 'ダーティペア', '银河女警花']","['action', 'adults are useless', 'adventure', 'alien', 'allergy to potential love interests', 'angst', 'animal sidekick', 'based on a light novel', 'bounty hunter', 'car chases', 'casino', 'collateral damage', 'combat', 'comedy', 'conspiracy', 'cooking', 'crime', 'cyberpunk', 'detailed landscapes', 'detective', 'domestic cat', 'ecchi', 'ending', 'episodic', 'faster-than-light travel', 'female protagonist', 'future', 'genetic modification', 'gun - to be split and deleted', 'gunfights', 'guns', 'human enhancement', 'japanese production', 'law and order', 'lingerie', 'mecha', 'military', 'military is useless', 'novel', 'nudity', 'open-ended', 'other planet', 'outer space', 'pantsu', 'parody', 'place', 'police', 'police are useless', 'primarily adult cast', 'robot', 'robot helper', 'rock-paper-scissors', 'romance', 'ruthless', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shipboard', 'skimpy clothing', 'skirt flipping', 'slapstick', 'space', 'space travel', 'speculative fiction', 'sports', 'stereotypes', 'strong female lead', 'swordplay', 'time', 'tomboy', 'tragedy', 'transgender', 'treasure hunting', 'tropes', 'tsundere', 'violence', 'work', 'wrestling']",1985
Dirty Pair: The Movie,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1855/92685.jpg,4860,6.9335208719851575,"['Dirty Pair (Movie)', 'Dirty Pair - Projet Eden', 'Dirty Pair : Projet Eden', 'Dirty Pair Project E.D.E.N.', 'Dirty Pair Project EDEN', 'Dirty Pair: Der Film Projekt Eden', 'Dirty Pair: Les Film Projet Eden', 'Dirty Pair: Project EDEN', 'Dirty Pair: Project Eden', 'Dirty Pair: Projekt E.D.E.N', 'Dirty Pair: Projekt E.D.E.N.', 'Original Dirty Pair: Project Eden', 'Project E.D.E.N.', 'ダーティペア the Movie', '劇場版 ダーティペア']","['action', 'adventure', 'alien', 'aliens', 'animal sidekick', 'based on a light novel', 'bounty hunter', 'collateral damage', 'comedy', 'cops', 'crime', 'cyberpunk', 'detective', 'ecchi', 'female protagonist', 'future', 'genetic modification', 'gore', 'gunfights', 'guns', 'horror', 'human enhancement', 'humanoid alien', 'japanese production', 'large breasts', 'law and order', 'mecha', 'monster', 'novel', 'other planet', 'pantsu', 'parody', 'place', 'police', 'primarily adult cast', 'romance', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'sex', 'shipboard', 'skimpy clothing', 'slapstick', 'space', 'special squads', 'speculative fiction', 'stereotypes', 'strong female lead', 'super deformed', 'swimsuit', 'swordplay', 'time', 'tomboy', 'tsundere', 'violence', 'violent retribution for accidental infringement']",1987
Dive!!,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/11/86744.jpg,1320,6.123129333841977,"['DIVE!!', 'MERGULHO!!', '¡Bucea!', '跳水男孩']","['acrobatic diving', 'based on a light novel', 'comedy', 'cute boys doing cute things', 'drama', 'ganbatte', 'japanese production', 'male protagonist', 'multi-anime projects', 'noitamina', 'novel', 'olympics', 'present', 'primarily male cast', 'primarily teen cast', 'school club', 'school life', 'slice of life', 'sports', 'swimming', 'tournaments', 'water sports']",2017
Divergence Eve 2: Misaki Chronicles,TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/1320/98811.jpg,1440,6.234748144712431,"['DE2', 'DEMC', 'Divergence Eve 2', 'Divergence Eve: Misaki Chronicles', 'MCDE', 'Misaki Chronicle Divergence Eve', 'Misaki Chronicle: Divergence Eve', 'みさきクロニクル ~ダイバージェンス・イヴ~', 'みさきクロニクル 〜ダイバージェンス・イヴ〜', 'みさきクロニクル ～ダイバージェンス・イヴ～']","['action', 'adventure', 'alien', 'aliens', 'android', 'asia', 'cgi', 'clone', 'clumsy', 'disaster', 'drama', 'earth', 'ecchi', 'end of the world', 'female protagonist', 'flashback', 'future', 'gainax bounce', 'genetic modification', 'historical', 'horror', 'human enhancement', 'japan', 'japanese production', 'large breasts', 'martial arts', 'mecha', 'military', 'monster', 'new', 'ninja', 'original work', 'outer space', 'pantsu', 'past', 'place', 'power suit', 'primarily female cast', 'robot', 'romance', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shipboard', 'shoujo ai', 'skimpy clothing', 'space', 'space opera', 'space travel', 'speculative fiction', 'time', 'time manipulation', 'time travel', 'violence', 'world war ii']",2004
DMZ Dongmul Teuggongdae,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1990/142397.jpg,4500,0.0,"['DMZ Animal Rangers', 'DMZ Dongmul Teukgongdae', 'DMZ 동물 특공대']","['adventure', 'animal protagonists', 'anthropomorphic', 'beastman', 'cg-anime', 'contemporary fantasy', 'family friendly', 'fantasy', 'korean animation', 'non-human protagonists', 'present']",2024
DNA²,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/1433/103506.jpg,1380,6.705336906479764,"['Algo acerca de ti que perdí en algún lugar', 'D.N.A.²', 'D.N.A²', 'DNA Squared', 'DNA2', 'DNA2: Dokoka de Nakushita Aitsu no Aitsu', 'DNA^2', 'DNA² ~Dokoka de Nakushita Aitsu no Aitsu~', 'DNA²: Dokoka de Nakushita Aitsu no Aitsu', 'Dokokade Nakushita Aitsuno Aitsu', 'D·N·A² ~어딘가에서 잃어버린 그 녀석의 그 녀석~', 'D・N・A² ~何処かで失くしたあいつのアイツ~', '再造基因', 'Ｄ・Ｎ・Ａ² ～何処かで失くしたあいつのアイツ～', 'Ｄ・Ｎ・Ａ²\u3000～何処かで失くしたあいつのアイツ～']","['action', 'allergy to potential love interests', 'based on a manga', 'comedy', 'ecchi', 'episodic', 'female harem', 'gainax bounce', 'harem', 'heterosexual', 'japanese production', 'lingerie', 'love triangle', 'manga', 'nudity', 'pantsu', 'present', 'psi-powers', 'romance', 'romantic comedy', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'shapeshifting', 'shounen', 'skimpy clothing', 'speculative fiction', 'summer festival', 'super power', 'surreal comedy', 'time manipulation', 'time travel', 'urban fantasy', 'violence', 'weekly shounen jump']",1994
Do It Yourself!!,TV,12,FINISHED,https://cdn.myanimelist.net/images/anime/1408/127129.jpg,1380,7.527269635126777,"['DIY', 'DIY!!', 'Do It Yourself !!', 'Do It Yourself!! -どぅー・いっと・ゆあせるふ-', 'Зроби сам!!', 'Сделай сама!', 'どぅー・いっと・ゆあせるふ', '手工少女!!', '手工少女！！']","['asia', 'cgdct', 'colour coded', 'comedy', 'cute girls doing cute things', 'earth', 'educational', 'facial distortion', 'female protagonist', 'friendship', 'funny expressions', 'future', 'high school', 'iyashikei', 'japan', 'japanese production', 'lgbtq+ themes', 'new', 'original work', 'place', 'present', 'primarily female cast', 'primarily teen cast', 'romance', 'school', 'school club', 'school clubs', 'school life', 'shoujo ai', 'slapstick', 'slice of life', 'stereotypes', 'time', 'tomboy', 'tsundere', 'watercolour style', 'wordplay']",2022
Doby Disy: Ai Changge,TV,36,FINISHED,https://cdn.myanimelist.net/images/anime/1121/122907.jpg,420,0.0,"['Doby & Disy: Sing With Us', '逗逗迪迪爱唱歌']","['chinese animation', 'family friendly', 'kids', 'short episodes', 'siblings']",2015
Doby Disy: Ai Tanxian,TV,52,FINISHED,https://cdn.myanimelist.net/images/anime/1362/122903.jpg,1500,0.0,"['Doby & Disy: Exploring Journey', 'Doby&Disy', '逗逗迪迪爱探险']","['chinese animation', 'family friendly', 'kids', 'siblings']",2011
Doby Disy: Hanzi Xiao Zhentan,TV,52,FINISHED,https://cdn.myanimelist.net/images/anime/1473/122906.jpg,600,0.0,"['Learning Chinese with Doby & Disy', '逗逗迪迪之汉字小侦探']","['chinese animation', 'educational', 'family friendly', 'kids', 'short episodes', 'siblings']",2013
Doby Disy: Ku Bi Xiao Zhentan,TV,52,FINISHED,https://cdn.myanimelist.net/images/anime/1916/122904.jpg,1500,0.0,"['Doby & Disy: Detective Kubi', '逗逗迪迪之酷比小侦探']","['chinese animation', 'family friendly', 'kids', 'siblings']",2012
Doby Disy: Meimeng Jingling,TV,26,FINISHED,https://cdn.myanimelist.net/images/anime/1689/122908.jpg,900,0.0,"['Doby & Disy: Hello Dream', '逗逗迪迪之美梦精灵']","['chinese animation', 'dream world', 'family friendly', 'fantasy', 'kids', 'siblings']",2018
Doby Disy: Meimeng Nian Nian,MOVIE,1,FINISHED,https://cdn.myanimelist.net/images/anime/1582/122909.jpg,5040,0.0,"['Doby & Disy: Dreamy Town', '逗逗迪迪美梦年年']","['chinese animation', 'dream world', 'family friendly', 'kids', 'siblings']",2018
Dodo de Shijie,TV,365,FINISHED,https://cdn.myanimelist.net/images/anime/1587/129112.jpg,480,0.0,"[""Dodo's World"", '兜兜的世界']","['anthropomorphic', 'fantasy', 'kids']",2010
DOFUS – Book I: Julith,MOVIE,1,FINISHED,https://media.kitsu.app/anime/poster_images/11535/small.jpg,6480,6.432272727272728,[],"['action', 'anime influenced', 'comedy', 'fantasy', 'magic']",2016
Dog Days,TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/9/75378.jpg,1440,6.97813294801435,"['DOG DAYS', 'Psie Dni', 'dd s1', 'Дните на Кучетата', 'Собачьи деньки', 'Собачьи дни', 'روزهای سگی', 'ドッグデイズ', 'ドッグ・デイズ']","['action', 'action comedy', 'adventure', 'alternative world', 'animal characteristics', 'animal transformation', 'asia', 'battle royale', 'boy meets girl', 'call my name', 'calling your attacks', 'comedy', 'confession', 'curse', 'demons', 'drastic change of life', 'earth', 'ecchi', 'ending', 'fantasy', 'fantasy world', 'fate', 'female harem', 'fictional language', 'fictional location', 'fighting', 'gainax bounce', 'god is a girl', 'harem', 'hero of strong character', 'idol', 'isekai', 'japan', 'japanese production', 'juujin', 'kemonomimi', 'kuudere', 'lingerie', 'magic', 'magic circles', 'maids', 'male protagonist', 'moe', 'music', 'nekomimi', 'new', 'non-human protagonists', 'open-ended', 'original work', 'pantsu', 'paper clothes', 'performing in a concert', 'person in a strange world', 'place', 'primarily female cast', 'protection complex', 'romance', 'royalty', 'seinen', 'shounen', 'skimpy clothing', 'slapstick', 'slow when it comes to love', 'small breasts', 'speculative fiction', 'summoned into another world', 'summoning', 'swordplay', 'swords & co', 'the arts', 'the chosen one!', 'tropes', 'tsundere', 'violent retribution for accidental infringement', 'war', 'wardrobe malfunction']",2011
Dog Days',TV,13,FINISHED,https://cdn.myanimelist.net/images/anime/9/42105.jpg,1380,7.167105092132008,"['DD2', 'DOG DAYS`', 'Dog Days 2', 'Dog Days 2nd', 'Dog Days Season 2', 'Dog Days`', 'Dog Days´', 'dd s2', 'dd2', 'Собачьи дни 2', ""ドッグデイズ'"", 'ドッグデイズ`', 'ドッグデイズ´']","['action', 'action comedy', 'adventure', 'alternative world', 'animal characteristics', 'anthropomorphism', 'bath house visit', 'battle royale', 'beach visit', 'befriend attack', 'body and host', 'body exchange', 'boobs in your face', 'boy meets girl', 'calling your attacks', 'character driven', 'comedy', 'competition', 'confession', 'curse', 'deity', 'demon', 'demons', 'drastic change of life', 'ecchi', 'ensemble cast', 'fantasy', 'fantasy world', 'fate', 'female harem', 'female protagonist', 'fictional location', 'fighting', 'furo scene', 'gainax bounce', 'harem', 'hero of strong character', 'hot springs visit', 'idol', 'isekai', 'japanese production', 'juujin', 'kemonomimi', 'kuudere', 'lap pillow', 'large breasts', 'lingerie', 'lost technology', 'love between enemies', 'love polygon', 'magic', 'magic circles', 'magic weapons', 'male protagonist', 'moe', 'mundane made awesome', 'new', 'ninja maid', 'original work', 'pantsu', 'paper clothes', 'performing in a concert', 'person in a strange world', 'piggyback ride', 'place', 'predominantly female cast', 'primarily female cast', 'protection complex', 'rivalry', 'rolling boulder trap', 'romance', 'royalty', 'science and magic coexist', 'season', 'seinen', 'shounen', 'shower scene', 'small breasts', 'speculative fiction', 'spellcasting', 'sudden naked girl appearance', 'summer', 'summoned into another world', 'summoning', 'swimsuit', 'swords & co', 'the chosen one!', 'time', 'tomboy', 'tournament', 'tropes', 'tsundere', 'war', 'zero to hero']",2012
